Symbol,Market Cap
TTE,145704731271.00
TTEK,9222886425.00
TTI,1182320952.00
TTMI,7526610009.00
TTWO,45734608708.00
TU,20681280000.00
TUYA,1451138239.00
TV,5271600000.00
TVTX,3161057313.00
TW,25518382741.00
TWFG,1603952053.00
TWLO,18984957070.00
TWO,1062389344.00
TWST,2006266733.00
TX,7738309678.00
TXG,2296937876.00
TXN,163661178362.00
TXNM,6331598424.00
TXRH,11054994183.00
TXT,14651268681.00
TY,1879998842.00
TYL,20078028717.00
TYRA,1180057087.00
U,18892352018.00
UA,1843918725.00
UAA,1920218810.00
UAL,33905079588.00
UAN,1004009819.00
UBER,189061786367.00
UBS,123214967991.00
UBSI,5348467989.00
UCB,3812024572.00
UCTT,1195042027.00
UDR,11639710580.00
UE,2406322247.00
UEC,6589506478.00
UFPI,5286843078.00
UFPT,1667661766.00
UGI,8023343946.00
UGP,4717836505.00
UHAL,10368598294.00
UHS,14407836447.00
UI,34392843874.00
UL,144932903363.00
ULCC,1140175552.00
ULS,15425678914.00
ULTA,23941444458.00
UMBF,8801626001.00
UMBFO,2022672596.00
UMC,19770567621.00
UMH,1303176944.00
UNF,3222094933.00
UNFI,2078384278.00
UNH,302088121384.00
UNIT,1570468655.00
UNM,12272075268.00
UNMA,4027908126.00
UNP,140751147351.00
UPB,1499030514.00
UPBD,1073572253.00
UPS,80393019361.00
UPST,4585111991.00
UPWK,2558222609.00
URBN,6791926124.00
URGN,1136519898.00
URI,51396614938.00
USAC,3003340330.00
USAR,2318522046.00
USAS,1223124325.00
USB,79851278022.00
USFD,16976988524.00
USLM,3446465276.00
USPH,1160074280.00
UTHR,20843699576.00
UTI,1419530984.00
UTZ,1362872704.00
UUUU,3872520054.00
UVV,1302130349.00
UWMC,9279337234.00
UZD,1756980000.00
UZE,1535100000.00
UZF,1539400000.00
V,629904685771.00
VAC,1894769867.00
VAL,4146805769.00
VALE,57884640352.00
VC,2744145176.00
VCEL,1860618417.00
VCTR,4096128754.00
VCYT,3747721292.00
VECO,1894517440.00
VEEV,39826435829.00
VEON,3727228725.00
VERA,2723974892.00
VERX,3102818900.00
VET,1391646380.00
VFC,7255758756.00
VFS,7928574972.00
VG,17185736384.00
VIA,2682415958.00
VIAV,3905979998.00
VICI,29926718388.00
VICR,4221459829.00
VIK,29947885604.00
VIPS,11806287292.00
VIRT,5422737863.00
VIST,4934833611.00
VITL,1408606399.00
VIV,21277008460.00
VKTX,4359811788.00
VLO,53361418848.00
VLTO,25547313827.00
VLY,6423961628.00
VLYPN,14391848826.00
VLYPO,14158366818.00
VLYPP,14141637751.00
VMC,38800240253.00
VMI,8152498604.00
VNET,2380879224.00
VNO,6808343794.00
VNOM,14387552061.00
VNT,5227953000.00
VOD,30031386592.00
VOYA,6770842043.00
VOYG,1399968331.00
VRDN,3098047580.00
VRE,1361222284.00
VRNS,3667785252.00
VRRM,3424253033.00
VRSK,30953254071.00
VRSN,23048928000.00
VRT,69792035655.00
VRTS,1074355659.00
VRTX,116040844546.00
VSAT,4753175836.00
VSCO,3332437641.00
VSEC,3543159912.00
VSH,2054164184.00
VST,59657004024.00
VTLE,1539046460.00
VTMX,2743676937.00
VTOL,1079872800.00
VTR,37790005691.00
VTRS,12393043823.00
VVV,3901197438.00
VVX,1790877364.00
VYX,1343425973.00
VZ,173969715676.00
VZLA,1703266255.00
W,12318252035.00
WAB,36591676091.00
WABC,1200526406.00
WAFD,2469772264.00
WAFDP,1293178894.00
WAL,9373270818.00
WAT,23597784894.00
WAY,6772607038.00
WB,2516803878.00
WBD,60809494451.00
WBI,2772799300.00
WBS,10008063177.00
WBTN,1875179794.00
WCC,13197722199.00
WCN,44625790613.00
WD,2177385709.00
WDAY,56971060000.00
WDC,55045784241.00
WDFC,2614524670.00
WDS,32069883632.00
WEC,34572273103.00
WELL,139921698126.00
WEN,1625501730.00
WERN,1722514826.00
WES,16442227718.00
WEX,5187168062.00
WF,14267314494.00
WFC,283176816534.00
WFG,4856346025.00
WFRD,5528950944.00
WGO,1072986101.00
WGS,4681098351.00
WH,5465427701.00
WHD,3669789445.00
WHR,4486276815.00
WINA,1524665023.00
WING,7304886048.00
WIT,29531423658.00
WIX,5713781379.00
WK,5172199715.00
WKC,1335077315.00
WLDN,1550950092.00
WLK,8718730763.00
WLY,1841871208.00
WLYB,1954128523.00
WM,86290093654.00
WMB,77742793073.00
WMG,14569821316.00
WMK,1644773363.00
WMS,11668561274.00
WMT,915293974146.00
WOR,2738531188.00
WPC,14641079053.00
WPM,49397564986.00
WPP,4166334714.00
WRB,26932100601.00
WRBY,2250275855.00
WRD,2663190551.00
WS,1847781622.00
WSBC,3208875043.00
WSBCO,2475078988.00
WSC,3857248607.00
WSFS,3063493422.00
WSHP,3134195592.00
WSM,21089796405.00
WSO,14113518992.00
WST,20271495199.00
WT,1587266102.00
WTFC,9142232779.00
WTFCN,1761341455.00
WTM,5202693876.00
WTRG,10724772246.00
WTS,9136032120.00
WTTR,1360286587.00
WTW,30639556160.00
WU,2838355002.00
WULF,6322096403.00
WVE,1273925194.00
WWD,18058877619.00
WWW,1415585581.00
WY,15426425400.00
WYNN,13071671500.00
XEL,46004048146.00
XENE,3447237973.00
XERS,1115011222.00
XHR,1276085368.00
XMTR,2992350634.00
XNCR,1295385908.00
XNET,2251631590.00
XOM,493998780024.00
XP,10667854907.00
XPEL,1358742523.00
XPEV,18529373129.00
XPO,16533573444.00
XPRO,1686372252.00
XRAY,2248950691.00
XYL,34297486905.00
XYZ,37790686350.00
XZO,1607639223.00
YALA,1116929198.00
YELP,1842914910.00
YETI,3299842072.00
YEXT,1093110389.00
YMM,11787227555.00
YOU,4390295157.00
YPF,14410980736.00
YUM,40498441638.00
YUMC,16842135419.00
Z,18279663578.00
ZBH,18462593664.00
ZBIO,2045713016.00
ZBRA,13326176658.00
ZD,1404793248.00
ZETA,4412769570.00
ZG,17759254723.00
ZGN,2679872516.00
ZIM,2457333204.00
ZION,8228034825.00
ZIONP,3122607869.00
ZK,6809940684.00
ZLAB,2206345512.00
ZM,25636421896.00
ZS,38568111655.00
ZTO,16901882975.00
ZTS,53063869898.00
ZWS,7852100381.00
ZYME,1984664882.00
